1053509,20187063
745312,11849103
325158,25785774
653534,27118584
788233,2997315
326920,13858570
931452,15489225
596704,75367818
409214,6128667
781509,59524416
444335,45564812
765778,71068761
495332,8413363
423527,21219928
485903,8029603
700726,5187150
493273,14873221
1061287,25778214
1035167,9397098
501992,8435627
530445,2885041
1155295,7281864
1224414,6304829
468614,925259
824592,637263
372851,17011221
744772,16952778
432290,3108250
544724,252287
942642,18828549
357466,11099577
542081,39690186
320118,91935882
1241266,1221593
651721,2027133
721240,10284669
770300,25036182
451830,7707028
597111,13414851
332532,54315093
637445,7737766
764602,14747157
1068768,9511713
356633,1103667
295946,2691129
961598,1358082
798007,30518865
165018,646747
977916,1092348
858938,5972499
765169,10831905
453230,4495208
17331,860159
740068,8053236
352570,19724741
818551,36459
487774,6301476
1001305,3836034
361740,25465958
456986,16606369
847073,779679
750743,4984020
917345,9035109
906786,28778904
513590,44003317
480765,14846201
493133,1411131
473415,3183819
695316,5723703
593620,44714360
623924,21458295
528048,1684174
516494,4153489
1251840,2190235
446332,1994902
660914,658026
917930,6106923
949515,505719
519521,2165256
626406,3596202
249624,8291325
933554,1256328
1171789,13336362
474376,10264437
664315,18154314
894883,17292888
127712,16219070
497942,11783951
471261,2020955
863227,15898149
816264,15705297
143812,3155752
1009278,4277700
352714,9074679
983942,9241983
707380,8438454
1028120,3189492
713944,3060873
890279,705177
375648,24142069
356357,5717483
873811,59947983
381390,418911
773330,5977053
613928,2588373
362718,6709741
534788,4522891
171388,6139687
842412,76060152
266003,514885
931596,1143837
853469,7390215
337527,10358175
293563,3141259
842562,2317491
494768,5529778
703957,13557888
816544,1816452
874835,5879367
591987,3244317
760407,1485891
702892,2012382
221954,11937162
403953,1551629
390071,3789747
557832,3399764
251391,11176971
950289,14902308
126480,660022
527431,41638831
366070,4062805
49122,952163
477640,12660727
202661,2050829
510568,4397510
259907,5785215
748291,2342988
1017271,8430579
773801,4534029
805224,10932759
853519,7821711
790895,3881970
777891,426339
857452,693288
705423,18612648
750391,458136
881764,12731418
373114,8494200
1013478,1465776
818349,3466197
50587,4126478
364401,3839376
24372,2209868
1073074,35315289
143823,2404591
558217,5295410
557733,5344197
600702,11924415
968171,25430643
558938,4014231
172055,2690286
471889,1729504
952409,35490429
170836,1758284
268467,2006163
625669,1865592
305452,1316895
966339,9440937
376376,597638
354537,14320886
983911,37319616
52203,4849811
984684,19593459
44591,1083503
1114649,1976481
497769,24919546
459149,25956008
935111,8762427
208112,6768641
371128,34836026
921889,30853206
1004468,16163343
44844,1234648
476691,11034957
147714,3025315
175968,3410576
750963,2114505
925343,5984766
114987,7157148
1209835,12490009
325112,24613233
366079,1272450
938926,7944021
346339,6384442
380545,12108884
111760,7506727
249939,9404470
143397,10668118
330731,556299
444079,1167867
592509,7768474
1027950,1719945
1317972,941568
1075121,254268
864947,1090656
778657,2074113
1162273,564881
1050560,4761441
936345,4374873
927407,451125
941246,735768
458584,2444361
859718,7437249
945516,1257993
360357,3590867
908896,6048261
1118513,411192
989347,123930
1045600,3923253
1351531,1122467
496176,2417694
844319,1086804
932165,2055339
1050599,1481085
1072007,1537632
934522,523026
854750,763200
1126301,119664
456524,3645118
762467,849069
1038445,2368692
484981,1567093
481451,10558806
282345,19085396
399358,60856119
793108,482013
495334,860539
1008640,412641
68893,19020870
241526,28547189
524537,638110
493830,942868
472143,7050240
358350,2004841
1259273,913875
506466,2320488
829592,760869
1263352,308533
998427,3280509
913669,2166993
718447,2291517
1002317,3175533
48284,3202784
997405,959022
297409,388142
1474458,48505
1050963,289593
937782,187038
86009,6325432
470000,749024
1093625,70295
149125,1352186
394674,975070
566406,1835560
147177,5991009
859608,25494561
1070901,705465
907400,1153503
758344,7264530
1052724,489303
445983,1151956
785544,1062810
774204,1042380
865497,617769
313330,4144902
751872,558378
443751,9710332
508222,4672215
480609,6472952
290995,3991964
995203,856620
356821,3469949
1178935,8350686
985788,9805419
515670,1838169
306591,6886547
440706,12638165
749150,2347470
1058293,2670831
947717,2591334
790512,6642999
362039,5595707
185250,11240790
409164,9892301
335665,3673639
441155,13402100
376552,5391709
297698,2700326
503486,7920104
420390,4894849
555132,2539476
726747,6130017
268377,3407784
999126,4194441
860440,617166
360628,1753871
1001653,1801701
747684,1203831
1062516,1296612
785858,6875631
198802,1699625
401869,4715239
953015,5131989
859783,35189343
405053,4644787
819112,11255184
919187,4417425
1115477,3420369
1384619,6124307
391953,7615351
1148073,7751970
1228487,998636
275461,2367716
1123162,7234979
671293,2882115
896080,7201035
308179,1275754
351280,7184736
295288,4735112
686601,2560662
836819,3679884
609311,3333693
737128,13315626
865366,1055979
945049,2907972
1092271,809415
79116,14132566
606998,2272515
508803,851670
738656,2369349
431248,2674266
441167,2653517
434391,1403244
525926,2832813
435284,4594425
775766,3217527
661919,13990932
828757,5899032
720066,588861
865746,24957279
186458,2652895
685287,1215855
538998,10026135
1114339,2198610
528037,888339
356863,387230
557856,2063550
374767,3335774
727392,1960533
596902,3942438
206284,10218574
1207609,12245044
223180,9931123
942775,3464370
332082,3304837
751751,2834622
747535,1955664
735860,633933
399061,7820409
1242911,754177
786761,1899891
839949,665127
161089,3983163
313239,3017832
860260,659241
962088,20265273
814371,613017
674229,197460
432143,502159
818778,3569022
949071,2806884
805562,999522
579551,782199
754219,17459028
942866,12530241
881620,250173
976908,1211139
767833,166221
28751,5081608
1440767,4984180
1249048,10941620
116306,9423949
730303,1908153
594207,964176
808138,920322
240158,1288735
508657,1702125
339306,3740955
652142,1732797
1154585,2182338
884552,323145
869019,8113122
235551,2057773
1091595,1317582
570938,5044653
1184314,3096900
1012262,948996
1105934,1287918
1055249,765369
1206396,3844917
991368,2586096
1180654,709695
1476373,124989
342826,1470846
1034008,3843315
1189202,919960
1264537,1751706
1140692,720684
705655,2314206
431625,3294792
384772,20594743
1023311,314991
22276,4783447
1149042,642798
325673,2708235
145431,1423921
1002336,492840
1031435,876357
915864,396144
1049704,646083
1050479,1748079
1009469,541926
343020,2914138
1040690,556245
409025,7555221
134151,21832633
335534,5960315
1329465,442608
394270,3523194
1039167,329958
351431,1116086
368985,10375282
1522511,57749
1005855,587952
370819,6903273
797590,168417
302343,2628536
1140731,270720
1345265,209956
518737,5575837
1203416,2715351
1260801,1298508
1061694,2151225
1435286,561814
1315700,1208940
316573,3387968
507292,982155
319538,1723094
1193588,2607066
431708,5641333
