1988753,39526
954692,35416
2025942,28895
735272,27548
814293,27040
2014469,26671
738063,26415
1619555,25228
1762724,25182
979155,24850
637549,24374
2025938,24273
1869933,23694
1608832,23464
1059388,23396
869197,23018
1711830,22806
848345,22303
1642274,21658
816600,21318
2245774,20934
1474956,20754
2118443,20432
1026729,20334
1988748,20326
949011,20084
1018869,19898
1556336,19519
1969946,18520
1570203,17731
1492011,17673
1092090,17285
1091249,17229
1561394,17193
780914,17150
1627148,16509
1610745,16445
1764213,16440
1149638,16358
1893461,16287
781124,16220
1149713,16204
1474946,16104
1655981,16020
1627157,15958
490154,15955
1264070,15884
746737,15878
1401254,15377
817174,15248
2222070,15036
850263,14896
2201460,14755
969681,14681
953394,14404
1762728,14388
1264972,14360
130754,14282
638493,14260
1897567,14112
1619564,14090
1262832,13965
2014470,13912
1612453,13906
1571309,13903
787430,13880
2102287,13828
2058788,13825
2025941,13823
2044368,13744
1925194,13728
2201553,13694
808848,13617
574471,13440
1843653,13164
690778,13119
1860433,13057
1932649,12999
1149303,12874
1612454,12851
328472,12804
136400,12782
2514777,12686
2102292,12664
1595191,12584
1857519,12565
1136506,12513
1626537,12427
1263997,12253
1613232,12113
983680,12068
2131813,11974
1675832,11759
2060305,11699
1844417,11692
1264763,11681
795627,11568
1262434,11561
1970829,11396
1848919,11383
801158,11266
2129143,11261
1897577,11227
1623092,11211
2444149,11119
1621068,10974
1962182,10969
1373950,10939
1298486,10893
799913,10869
2118445,10852
803402,10845
1911308,10813
1763013,10771
2060302,10697
1675842,10689
1059894,10592
1033154,10398
1654579,10372
1153219,10332
1749322,10329
2469345,10325
2246465,10264
1610022,10243
519080,10138
1065224,10127
2090844,10115
283593,10087
1917158,10075
1610994,10068
932223,9997
362949,9939
803704,9916
713442,9901
1675834,9899
916631,9880
217253,9855
1153237,9845
1071242,9735
1119026,9645
2444148,9461
1614054,9428
290581,9381
2237466,9355
2347578,9342
956502,9265
2201876,9257
1621175,9217
1955170,9127
1055147,9102
722909,9058
1762729,9040
1023307,8993
828806,8942
795232,8896
909032,8884
877335,8870
1405981,8846
760488,8719
2165271,8682
930249,8673
2518847,8613
2034983,8602
764517,8596
953586,8572
1786960,8533
794670,8487
1968445,8453
1643270,8422
2237467,8406
1555610,8403
2170029,8393
1298488,8393
2164997,8381
323875,8365
1070639,8342
443272,8296
796721,8283
1053520,8258
1056207,8213
714175,8192
1846237,8178
757823,8152
1962161,8133
1869935,8097
2336704,8092
1059390,8073
486513,8047
2245783,8033
827932,8006
1062394,7991
1675844,7990
1849505,7901
2223144,7859
221950,7818
1153238,7814
2059455,7807
1385396,7773
722235,7770
2404778,7759
696225,7753
221948,7723
1797549,7683
1829038,7675
2245768,7662
932185,7637
1988750,7619
1816243,7599
785097,7550
1385399,7550
827488,7548
1810188,7499
1843589,7496
2480902,7462
1726474,7422
1067123,7404
713867,7382
2514776,7358
2222887,7336
1610746,7286
449484,7255
2102289,7240
2530810,7232
2250747,7130
1026666,7085
2168768,7014
